Issue ID,Description,State,Severity,Story Points,Project Path,Location Kind,Path,Line,Column,Incident ID,Help Link,Assembly Name,Assembly Version,Assembly Public Key,Snippet
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsViewModel.cs,27,9,M:System.ComponentModel.Composition.ImportingConstructorAttribute.#ctor,,,,,ImportingConstructor
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsViewModel.cs,27,9,T:System.ComponentModel.Composition.ImportingConstructorAttribute,,,,,ImportingConstructor
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\obj\Debug\net8.0-windows\Shell\DBSearchResultsView.g.i.cs,116,12,T:System.Windows.Controls.DataGrid,,,,,this.DatabaseObjects = ((System.Windows.Controls.DataGrid)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\obj\Debug\net8.0-windows\Shell\DBSearchResultsView.g.i.cs,113,12,T:System.Windows.Controls.Button,,,,,this.ClearResults = ((System.Windows.Controls.Button)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\obj\Debug\net8.0-windows\Shell\DBSearchResultsView.g.i.cs,110,12,T:System.Windows.Controls.TextBox,,,,,this.ResultsFilter = ((System.Windows.Controls.TextBox)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\obj\Debug\net8.0-windows\Shell\DBSearchResultsView.g.i.cs,107,12,T:System.Windows.Controls.ColumnDefinition,,,,,this.dick = ((System.Windows.Controls.ColumnDefinition)(target));
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\obj\Debug\net8.0-windows\Shell\DBSearchResultsView.g.i.cs,91,12,T:System.Windows.Application,,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\obj\Debug\net8.0-windows\Shell\DBSearchResultsView.g.i.cs,91,12,"M:System.Windows.Application.LoadComponent(System.Object,System.Uri)",,,,,"System.Windows.Application.LoadComponent(this, resourceLocater);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,SqlTools\SqlTools.csproj,File,SqlTools\obj\Debug\net8.0-windows\Shell\DBSearchResultsView.g.i.cs,88,12,T:System.Uri,,,,,"System.Uri resourceLocater = new System.Uri(""/SqlTools;component/shell/dbsearchresultsview.xaml"", System.UriKind.Relative);"
Api.0003,Behavioral change in selected .NET version,Active,Potential,1,SqlTools\SqlTools.csproj,File,SqlTools\obj\Debug\net8.0-windows\Shell\DBSearchResultsView.g.i.cs,88,12,"M:System.Uri.#ctor(System.String,System.UriKind)",,,,,"System.Uri resourceLocater = new System.Uri(""/SqlTools;component/shell/dbsearchresultsview.xaml"", System.UriKind.Relative);"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\obj\Debug\net8.0-windows\Shell\DBSearchResultsView.g.i.cs,71,50,T:System.Windows.Controls.DataGrid,,,,,DatabaseObjects
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\obj\Debug\net8.0-windows\Shell\DBSearchResultsView.g.i.cs,63,48,T:System.Windows.Controls.Button,,,,,ClearResults
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\obj\Debug\net8.0-windows\Shell\DBSearchResultsView.g.i.cs,55,49,T:System.Windows.Controls.TextBox,,,,,ResultsFilter
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\obj\Debug\net8.0-windows\Shell\DBSearchResultsView.g.i.cs,47,58,T:System.Windows.Controls.ColumnDefinition,,,,,dick
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,32,8,T:System.Windows.Input.KeyEventArgs,,,,,"private void dbObjectsGrid_PreviewKeyDown(object sender, KeyEventArgs e)"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,40,20,P:System.Windows.RoutedEventArgs.Handled,,,,,e.Handled = true;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,37,16,P:System.Windows.Controls.Primitives.Selector.SelectedItem,,,,,var turd = (sender as DataGrid).SelectedItem as DBObjectViewModel;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,35,12,T:System.Windows.Input.Key,,,,,if (e.Key == Key.Enter)              {                  var turd = (sender as DataGrid).SelectedItem as DBObjectViewModel;                  if (turd != null && turd.CanScriptObject)                  {                      e.Handled = true;                      _ = turd.ScriptObject();                  }              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,35,12,T:System.Windows.Input.Key,,,,,if (e.Key == Key.Enter)              {                  var turd = (sender as DataGrid).SelectedItem as DBObjectViewModel;                  if (turd != null && turd.CanScriptObject)                  {                      e.Handled = true;                      _ = turd.ScriptObject();                  }              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,35,12,F:System.Windows.Input.Key.Enter,,,,,if (e.Key == Key.Enter)              {                  var turd = (sender as DataGrid).SelectedItem as DBObjectViewModel;                  if (turd != null && turd.CanScriptObject)                  {                      e.Handled = true;                      _ = turd.ScriptObject();                  }              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,35,12,T:System.Windows.Input.Key,,,,,if (e.Key == Key.Enter)              {                  var turd = (sender as DataGrid).SelectedItem as DBObjectViewModel;                  if (turd != null && turd.CanScriptObject)                  {                      e.Handled = true;                      _ = turd.ScriptObject();                  }              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,35,12,P:System.Windows.Input.KeyEventArgs.Key,,,,,if (e.Key == Key.Enter)              {                  var turd = (sender as DataGrid).SelectedItem as DBObjectViewModel;                  if (turd != null && turd.CanScriptObject)                  {                      e.Handled = true;                      _ = turd.ScriptObject();                  }              }
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,24,24,P:System.Windows.FrameworkElement.DataContext,,,,,var dc = this.DataContext as DBSearchResultsViewModel;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,17,12,T:System.Windows.Controls.TextBox,,,,,"Observable.FromEventPattern<TextChangedEventArgs>(ResultsFilter, ""TextChanged"")                  .Throttle(TimeSpan.FromMilliseconds(300))                  .ObserveOn(System.Reactive.Concurrency.Scheduler.CurrentThread)                  .Select(tb => ResultsFilter.Text)                  .DistinctUntilChanged()                  .Subscribe(b =>                      {                          var dc = this.DataContext as DBSearchResultsViewModel;                          if (dc != null)                          {                              dc.ResultsFilterChanged(b);                          }                      });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,17,12,P:System.Windows.Controls.TextBox.Text,,,,,"Observable.FromEventPattern<TextChangedEventArgs>(ResultsFilter, ""TextChanged"")                  .Throttle(TimeSpan.FromMilliseconds(300))                  .ObserveOn(System.Reactive.Concurrency.Scheduler.CurrentThread)                  .Select(tb => ResultsFilter.Text)                  .DistinctUntilChanged()                  .Subscribe(b =>                      {                          var dc = this.DataContext as DBSearchResultsViewModel;                          if (dc != null)                          {                              dc.ResultsFilterChanged(b);                          }                      });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,17,12,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,"Observable.FromEventPattern<TextChangedEventArgs>(ResultsFilter, ""TextChanged"")                  .Throttle(TimeSpan.FromMilliseconds(300))                  .ObserveOn(System.Reactive.Concurrency.Scheduler.CurrentThread)                  .Select(tb => ResultsFilter.Text)                  .DistinctUntilChanged()                  .Subscribe(b =>                      {                          var dc = this.DataContext as DBSearchResultsViewModel;                          if (dc != null)                          {                              dc.ResultsFilterChanged(b);                          }                      });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,17,12,T:System.Windows.Controls.TextBox,,,,,"Observable.FromEventPattern<TextChangedEventArgs>(ResultsFilter, ""TextChanged"")                  .Throttle(TimeSpan.FromMilliseconds(300))                  .ObserveOn(System.Reactive.Concurrency.Scheduler.CurrentThread)                  .Select(tb => ResultsFilter.Text)                  .DistinctUntilChanged()                  .Subscribe(b =>                      {                          var dc = this.DataContext as DBSearchResultsViewModel;                          if (dc != null)                          {                              dc.ResultsFilterChanged(b);                          }                      });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,15,12,T:System.Windows.Controls.DataGrid,,,,,DatabaseObjects.PreviewKeyDown += dbObjectsGrid_PreviewKeyDown;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,15,12,T:System.Windows.Input.KeyEventHandler,,,,,DatabaseObjects.PreviewKeyDown += dbObjectsGrid_PreviewKeyDown;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,15,12,T:System.Windows.Input.KeyEventHandler,,,,,DatabaseObjects.PreviewKeyDown += dbObjectsGrid_PreviewKeyDown;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,15,12,E:System.Windows.UIElement.PreviewKeyDown,,,,,DatabaseObjects.PreviewKeyDown += dbObjectsGrid_PreviewKeyDown;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,11,8,M:System.Windows.Controls.UserControl.#ctor,,,,,"public DBSearchResultsView()          {              InitializeComponent();                DatabaseObjects.PreviewKeyDown += dbObjectsGrid_PreviewKeyDown;                Observable.FromEventPattern<TextChangedEventArgs>(ResultsFilter, ""TextChanged"")                  .Throttle(TimeSpan.FromMilliseconds(300))                  .ObserveOn(System.Reactive.Concurrency.Scheduler.CurrentThread)                  .Select(tb => ResultsFilter.Text)                  .DistinctUntilChanged()                  .Subscribe(b =>                      {                          var dc = this.DataContext as DBSearchResultsViewModel;                          if (dc != null)                          {                              dc.ResultsFilterChanged(b);                          }                      });          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,24,24,P:System.Windows.FrameworkElement.DataContext,,,,,var dc = this.DataContext as DBSearchResultsViewModel;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,17,12,T:System.Windows.Controls.TextBox,,,,,"Observable.FromEventPattern<TextChangedEventArgs>(ResultsFilter, ""TextChanged"")                  .Throttle(TimeSpan.FromMilliseconds(300))                  .ObserveOn(System.Reactive.Concurrency.Scheduler.CurrentThread)                  .Select(tb => ResultsFilter.Text)                  .DistinctUntilChanged()                  .Subscribe(b =>                      {                          var dc = this.DataContext as DBSearchResultsViewModel;                          if (dc != null)                          {                              dc.ResultsFilterChanged(b);                          }                      });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,17,12,P:System.Windows.Controls.TextBox.Text,,,,,"Observable.FromEventPattern<TextChangedEventArgs>(ResultsFilter, ""TextChanged"")                  .Throttle(TimeSpan.FromMilliseconds(300))                  .ObserveOn(System.Reactive.Concurrency.Scheduler.CurrentThread)                  .Select(tb => ResultsFilter.Text)                  .DistinctUntilChanged()                  .Subscribe(b =>                      {                          var dc = this.DataContext as DBSearchResultsViewModel;                          if (dc != null)                          {                              dc.ResultsFilterChanged(b);                          }                      });"
Api.0002,Source incompatible for selected .NET version,Active,Potential,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,17,12,M:System.TimeSpan.FromMilliseconds(System.Double),,,,,"Observable.FromEventPattern<TextChangedEventArgs>(ResultsFilter, ""TextChanged"")                  .Throttle(TimeSpan.FromMilliseconds(300))                  .ObserveOn(System.Reactive.Concurrency.Scheduler.CurrentThread)                  .Select(tb => ResultsFilter.Text)                  .DistinctUntilChanged()                  .Subscribe(b =>                      {                          var dc = this.DataContext as DBSearchResultsViewModel;                          if (dc != null)                          {                              dc.ResultsFilterChanged(b);                          }                      });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,17,12,T:System.Windows.Controls.TextBox,,,,,"Observable.FromEventPattern<TextChangedEventArgs>(ResultsFilter, ""TextChanged"")                  .Throttle(TimeSpan.FromMilliseconds(300))                  .ObserveOn(System.Reactive.Concurrency.Scheduler.CurrentThread)                  .Select(tb => ResultsFilter.Text)                  .DistinctUntilChanged()                  .Subscribe(b =>                      {                          var dc = this.DataContext as DBSearchResultsViewModel;                          if (dc != null)                          {                              dc.ResultsFilterChanged(b);                          }                      });"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,15,12,T:System.Windows.Controls.DataGrid,,,,,DatabaseObjects.PreviewKeyDown += dbObjectsGrid_PreviewKeyDown;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,15,12,T:System.Windows.Input.KeyEventHandler,,,,,DatabaseObjects.PreviewKeyDown += dbObjectsGrid_PreviewKeyDown;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,15,12,T:System.Windows.Input.KeyEventHandler,,,,,DatabaseObjects.PreviewKeyDown += dbObjectsGrid_PreviewKeyDown;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,15,12,E:System.Windows.UIElement.PreviewKeyDown,,,,,DatabaseObjects.PreviewKeyDown += dbObjectsGrid_PreviewKeyDown;
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\Shell\DBSearchResultsView.xaml.cs,11,8,M:System.Windows.Controls.UserControl.#ctor,,,,,"public DBSearchResultsView()          {              InitializeComponent();                DatabaseObjects.PreviewKeyDown += dbObjectsGrid_PreviewKeyDown;                Observable.FromEventPattern<TextChangedEventArgs>(ResultsFilter, ""TextChanged"")                  .Throttle(TimeSpan.FromMilliseconds(300))                  .ObserveOn(System.Reactive.Concurrency.Scheduler.CurrentThread)                  .Select(tb => ResultsFilter.Text)                  .DistinctUntilChanged()                  .Subscribe(b =>                      {                          var dc = this.DataContext as DBSearchResultsViewModel;                          if (dc != null)                          {                              dc.ResultsFilterChanged(b);                          }                      });          }"
Api.0001,Binary incompatible for selected .NET version,Active,Mandatory,1,SqlTools\SqlTools.csproj,File,SqlTools\obj\Debug\net8.0-windows\Shell\DBSearchResultsView.g.i.cs,42,106,T:System.Windows.Markup.IComponentConnector,,,,,IComponentConnector
